customer_id,claim_id,policy_id,claim_date,incident_type,fault_status,claim_amount,settlement_amount,claim_status,reported_by,injury_involved,repair_shop
CUST000730,CLM000730,POL000123,24/07/2021,Other,At Fault,17797,0,Pending,Third Party,No,Approved Network
CUST000731,CLM000731,POL000325,21/02/2022,Collision,At Fault,19664,19386,Closed,Police,No,Approved Network
CUST000732,CLM000732,POL000986,13/08/2023,Other,At Fault,9081,0,Denied,Policyholder,No,Write Off
CUST000733,CLM000733,POL000501,15/07/2021,Hail,At Fault,24616,24062,Closed,Policyholder,No,Approved Network
CUST000734,CLM000734,POL000687,22/09/2021,Flood,At Fault,21871,19591,Closed,Third Party,No,Approved Network
CUST000735,CLM000735,POL001090,20/07/2021,Fire,Disputed,20509,16938,Closed,Policyholder,No,Write Off
CUST000736,CLM000736,POL000836,08/04/2022,Vandalism,At Fault,24210,22870,Closed,Policyholder,No,Customer Choice
CUST000737,CLM000737,POL000059,16/08/2021,Flood,At Fault,13545,11117,Closed,Policyholder,No,Customer Choice
CUST000738,CLM000738,POL000731,26/02/2022,Theft,Disputed,3070,2760,Closed,Policyholder,Yes,Approved Network
CUST000739,CLM000739,POL001397,04/05/2022,Hail,Not At Fault,20621,0,Open,Police,No,Approved Network
CUST000740,CLM000740,POL000266,06/05/2023,Fire,Not At Fault,3279,0,Open,Policyholder,Yes,Approved Network
CUST000741,CLM000741,POL000236,18/02/2023,Flood,At Fault,18860,15937,Closed,Other,No,Customer Choice
CUST000742,CLM000742,POL000898,20/08/2023,Flood,Not At Fault,12128,10551,Closed,Policyholder,No,Customer Choice
CUST000743,CLM000743,POL000218,10/09/2023,Collision,At Fault,17678,0,Pending,Policyholder,No,Customer Choice
CUST000744,CLM000744,POL001465,24/06/2022,Collision,Not At Fault,2222,1989,Closed,Policyholder,Yes,Customer Choice
CUST000745,CLM000745,POL001430,04/03/2022,Hail,Disputed,14385,0,Pending,Policyholder,No,Approved Network
CUST000746,CLM000746,POL000975,17/05/2023,Collision,Not At Fault,17782,17005,Closed,Third Party,Yes,Customer Choice
CUST000747,CLM000747,POL000589,22/11/2021,Vandalism,At Fault,602,0,Open,Policyholder,No,Approved Network
CUST000748,CLM000748,POL000917,20/10/2021,Theft,Not At Fault,13762,0,Denied,Policyholder,No,Approved Network
CUST000749,CLM000749,POL001493,19/01/2023,Collision,Not At Fault,7953,7756,Closed,Policyholder,Yes,Approved Network
CUST000750,CLM000750,POL000918,15/09/2022,Collision,Not At Fault,10139,8573,Closed,Policyholder,No,Customer Choice
CUST000751,CLM000751,POL001134,01/10/2021,Hail,Not At Fault,12906,12728,Closed,Policyholder,Yes,Customer Choice
CUST000752,CLM000752,POL000353,08/10/2021,Vandalism,Not At Fault,18916,15232,Closed,Other,No,Approved Network
CUST000753,CLM000753,POL000091,23/04/2022,Theft,Not At Fault,12724,0,Pending,Policyholder,No,Approved Network
CUST000754,CLM000754,POL001438,31/10/2023,Other,Disputed,6672,0,Pending,Police,Yes,Approved Network
CUST000755,CLM000755,POL000702,30/10/2021,Collision,Not At Fault,11752,11239,Closed,Policyholder,Yes,Write Off
CUST000756,CLM000756,POL000073,12/07/2023,Collision,At Fault,18418,15457,Closed,Policyholder,No,Customer Choice
CUST000757,CLM000757,POL000685,20/01/2023,Flood,Not At Fault,7697,0,Pending,Policyholder,No,Write Off
CUST000758,CLM000758,POL000722,19/10/2023,Flood,At Fault,14177,0,Open,Policyholder,Yes,Customer Choice
CUST000759,CLM000759,POL001322,29/07/2022,Theft,Not At Fault,11539,10634,Closed,Other,Yes,Approved Network
CUST000760,CLM000760,POL001307,15/03/2023,Other,At Fault,5070,0,Open,Third Party,No,Approved Network
CUST000761,CLM000761,POL001222,01/09/2022,Other,Not At Fault,7206,6311,Closed,Police,Yes,Approved Network
CUST000762,CLM000762,POL000958,16/04/2023,Collision,Not At Fault,12155,0,Pending,Police,No,Approved Network
CUST000763,CLM000763,POL001056,04/10/2021,Collision,At Fault,934,874,Closed,Policyholder,No,Approved Network
CUST000764,CLM000764,POL000648,17/11/2022,Hail,Not At Fault,15639,0,Open,Third Party,Yes,Approved Network
CUST000765,CLM000765,POL000760,23/11/2022,Collision,Not At Fault,9949,7995,Closed,Third Party,No,Customer Choice
CUST000766,CLM000766,POL000871,02/02/2022,Collision,At Fault,9622,0,Pending,Third Party,No,Approved Network
CUST000767,CLM000767,POL001365,13/01/2023,Flood,Not At Fault,14103,12642,Closed,Policyholder,No,Approved Network
CUST000768,CLM000768,POL001358,03/10/2022,Theft,Disputed,11491,0,Pending,Policyholder,No,Approved Network
CUST000769,CLM000769,POL000143,09/04/2023,Theft,At Fault,14359,0,Pending,Policyholder,No,Approved Network
CUST000770,CLM000770,POL001434,15/10/2022,Collision,Not At Fault,24140,0,Open,Policyholder,No,Customer Choice
CUST000771,CLM000771,POL000949,15/03/2022,Fire,Not At Fault,16071,14101,Closed,Policyholder,Yes,Customer Choice
CUST000772,CLM000772,POL000044,26/04/2022,Vandalism,Disputed,6961,6093,Closed,Police,No,Approved Network
CUST000773,CLM000773,POL000032,01/08/2023,Collision,Not At Fault,20967,0,Pending,Policyholder,No,Customer Choice
CUST000774,CLM000774,POL000028,19/06/2023,Collision,Not At Fault,6496,0,Pending,Policyholder,Yes,Approved Network
CUST000775,CLM000775,POL001020,08/10/2022,Vandalism,Disputed,5352,4415,Closed,Policyholder,No,Approved Network
CUST000776,CLM000776,POL000423,18/01/2022,Other,Not At Fault,3012,2832,Closed,Third Party,No,Approved Network
CUST000777,CLM000777,POL000491,03/09/2021,Other,Not At Fault,15946,0,Open,Policyholder,No,Write Off
CUST000778,CLM000778,POL000160,26/02/2022,Collision,At Fault,22412,0,Pending,Other,Yes,Approved Network
CUST000779,CLM000779,POL000845,25/07/2023,Flood,At Fault,1763,1604,Closed,Other,No,Approved Network
CUST000780,CLM000780,POL001231,31/03/2022,Flood,Not At Fault,22835,18795,Closed,Police,No,Customer Choice
CUST000781,CLM000781,POL000018,30/05/2023,Hail,Not At Fault,3247,0,Open,Policyholder,No,Approved Network
CUST000782,CLM000782,POL001127,24/08/2021,Vandalism,At Fault,15916,0,Open,Policyholder,No,Approved Network
CUST000783,CLM000783,POL000672,28/05/2022,Collision,At Fault,7780,6407,Closed,Police,No,Customer Choice
CUST000784,CLM000784,POL000232,24/12/2022,Flood,Not At Fault,11474,10592,Closed,Police,No,Approved Network
CUST000785,CLM000785,POL000424,04/10/2023,Collision,At Fault,17977,17630,Closed,Police,Yes,Customer Choice
CUST000786,CLM000786,POL000904,11/11/2023,Collision,At Fault,11478,0,Open,Policyholder,No,Customer Choice
CUST000787,CLM000787,POL000755,04/02/2022,Vandalism,At Fault,11507,0,Denied,Policyholder,Yes,Customer Choice
CUST000788,CLM000788,POL000837,07/04/2023,Other,Not At Fault,4263,3710,Closed,Policyholder,No,Write Off
CUST000789,CLM000789,POL000894,25/03/2023,Collision,Not At Fault,24235,21051,Closed,Police,No,Customer Choice
CUST000790,CLM000790,POL000239,23/06/2023,Vandalism,At Fault,12727,12518,Closed,Third Party,Yes,Customer Choice
CUST000791,CLM000791,POL001358,25/10/2023,Collision,At Fault,13531,11469,Closed,Policyholder,No,Customer Choice
CUST000792,CLM000792,POL000149,28/12/2021,Other,Not At Fault,11015,0,Open,Policyholder,No,Write Off
CUST000793,CLM000793,POL000623,13/05/2023,Vandalism,Not At Fault,732,0,Denied,Policyholder,Yes,Write Off
CUST000794,CLM000794,POL001432,19/08/2021,Collision,Not At Fault,18985,15537,Closed,Third Party,Yes,Customer Choice
CUST000795,CLM000795,POL000017,16/08/2021,Collision,At Fault,13044,0,Open,Policyholder,Yes,Approved Network
CUST000796,CLM000796,POL000914,20/10/2022,Theft,Not At Fault,2528,2027,Closed,Policyholder,Yes,Customer Choice
CUST000797,CLM000797,POL000226,01/08/2021,Collision,Disputed,23117,20403,Closed,Policyholder,No,Approved Network
CUST000798,CLM000798,POL000652,04/01/2022,Collision,At Fault,24810,0,Open,Policyholder,No,Approved Network
CUST000799,CLM000799,POL000260,14/06/2021,Fire,Not At Fault,18813,0,Denied,Police,Yes,Approved Network
CUST000800,CLM000800,POL000674,18/04/2023,Theft,At Fault,16522,0,Open,Third Party,No,Write Off
CUST000801,CLM000801,POL000174,08/01/2022,Flood,At Fault,10150,9647,Closed,Third Party,No,Approved Network
CUST000802,CLM000802,POL000205,23/09/2022,Collision,At Fault,20224,0,Denied,Third Party,No,Customer Choice
CUST000803,CLM000803,POL000415,17/09/2023,Vandalism,Not At Fault,18861,18135,Closed,Policyholder,Yes,Approved Network
CUST000804,CLM000804,POL001177,30/06/2022,Theft,At Fault,2913,2642,Closed,Third Party,No,Approved Network
CUST000805,CLM000805,POL001127,10/12/2021,Collision,At Fault,8526,0,Open,Other,No,Approved Network
CUST000806,CLM000806,POL000792,13/10/2022,Theft,At Fault,5918,0,Open,Third Party,No,Customer Choice
CUST000807,CLM000807,POL001089,16/09/2021,Collision,At Fault,22909,0,Open,Policyholder,No,Customer Choice
CUST000808,CLM000808,POL001141,15/05/2022,Hail,Not At Fault,21821,0,Pending,Third Party,Yes,Approved Network
CUST000809,CLM000809,POL001180,31/12/2021,Vandalism,At Fault,10452,0,Pending,Police,No,Approved Network
CUST000810,CLM000810,POL001106,12/09/2023,Vandalism,At Fault,4097,0,Pending,Policyholder,No,Customer Choice
CUST000811,CLM000811,POL000518,26/01/2023,Collision,Not At Fault,18262,14776,Closed,Policyholder,No,Approved Network
CUST000812,CLM000812,POL001091,20/07/2023,Collision,Not At Fault,1120,0,Pending,Police,No,Approved Network
CUST000813,CLM000813,POL001262,23/11/2022,Theft,Not At Fault,1429,1372,Closed,Police,No,Approved Network
CUST000814,CLM000814,POL000979,09/11/2022,Vandalism,At Fault,23428,22834,Closed,Policyholder,No,Customer Choice
CUST000815,CLM000815,POL001010,28/10/2023,Collision,Not At Fault,24456,20787,Closed,Policyholder,No,Approved Network
CUST000816,CLM000816,POL001350,17/04/2022,Collision,At Fault,15955,0,Open,Policyholder,Yes,Approved Network
CUST000817,CLM000817,POL000590,19/07/2023,Collision,At Fault,22710,0,Denied,Policyholder,No,Write Off
CUST000818,CLM000818,POL000067,16/04/2022,Theft,Not At Fault,15405,12499,Closed,Police,No,Customer Choice
CUST000819,CLM000819,POL001200,27/05/2023,Collision,Disputed,1474,0,Pending,Policyholder,No,Approved Network
CUST000820,CLM000820,POL000684,08/09/2022,Theft,Not At Fault,13179,10692,Closed,Policyholder,No,Approved Network
CUST000821,CLM000821,POL001279,03/04/2023,Collision,At Fault,18573,16487,Closed,Police,No,Approved Network
CUST000822,CLM000822,POL000063,05/11/2021,Theft,Disputed,5171,0,Open,Policyholder,No,Approved Network
CUST000823,CLM000823,POL000814,17/10/2023,Collision,At Fault,23804,20388,Closed,Third Party,No,Approved Network
CUST000824,CLM000824,POL000403,30/10/2022,Vandalism,Disputed,23660,0,Pending,Policyholder,Yes,Approved Network
CUST000825,CLM000825,POL000192,17/09/2021,Collision,At Fault,14099,0,Open,Police,Yes,Approved Network
CUST000826,CLM000826,POL001353,12/10/2021,Collision,At Fault,13310,0,Denied,Other,Yes,Write Off
CUST000827,CLM000827,POL000071,11/01/2022,Theft,Not At Fault,9417,8125,Closed,Policyholder,No,Write Off
CUST000828,CLM000828,POL000878,08/06/2022,Collision,Disputed,8853,8149,Closed,Police,Yes,Approved Network
CUST000829,CLM000829,POL000741,30/06/2022,Collision,Disputed,8284,8102,Closed,Other,No,Customer Choice
CUST000830,CLM000830,POL000946,07/09/2022,Hail,Not At Fault,14725,0,Pending,Other,Yes,Approved Network
CUST000831,CLM000831,POL001087,06/11/2023,Other,Not At Fault,1158,1157,Closed,Policyholder,No,Customer Choice
CUST000832,CLM000832,POL001321,26/02/2023,Collision,Not At Fault,3397,2805,Closed,Policyholder,No,Approved Network
CUST000833,CLM000833,POL000245,08/11/2022,Hail,Not At Fault,22552,19835,Closed,Policyholder,No,Write Off
CUST000834,CLM000834,POL000519,25/12/2021,Theft,Not At Fault,23109,21526,Closed,Policyholder,No,Customer Choice
CUST000835,CLM000835,POL000393,08/08/2023,Collision,At Fault,12791,0,Open,Policyholder,No,Approved Network
CUST000836,CLM000836,POL000772,15/07/2022,Other,At Fault,19426,0,Open,Policyholder,No,Customer Choice
CUST000837,CLM000837,POL001201,10/12/2021,Hail,Disputed,14072,0,Open,Third Party,No,Customer Choice
CUST000838,CLM000838,POL001228,10/08/2021,Other,Disputed,3705,3450,Closed,Policyholder,No,Approved Network
CUST000839,CLM000839,POL000911,12/03/2022,Collision,At Fault,4544,3704,Closed,Police,No,Customer Choice
CUST000840,CLM000840,POL001152,08/08/2022,Collision,At Fault,3933,3884,Closed,Police,No,Customer Choice
CUST000841,CLM000841,POL001219,16/11/2021,Theft,Disputed,7211,6065,Closed,Policyholder,No,Customer Choice
CUST000842,CLM000842,POL001218,04/05/2023,Vandalism,Not At Fault,7884,0,Open,Policyholder,No,Customer Choice
CUST000843,CLM000843,POL000184,11/04/2022,Collision,Not At Fault,17761,0,Open,Third Party,Yes,Approved Network
CUST000844,CLM000844,POL000247,08/11/2023,Other,At Fault,17975,0,Open,Policyholder,Yes,Customer Choice
CUST000845,CLM000845,POL000324,13/01/2023,Theft,Disputed,3559,3349,Closed,Policyholder,No,Write Off
CUST000846,CLM000846,POL000160,26/03/2023,Theft,At Fault,23891,0,Open,Police,No,Approved Network
CUST000847,CLM000847,POL000706,13/09/2021,Vandalism,At Fault,16415,15802,Closed,Policyholder,No,Approved Network
CUST000848,CLM000848,POL000622,29/10/2021,Vandalism,At Fault,22146,21692,Closed,Police,No,Customer Choice
CUST000849,CLM000849,POL000925,16/09/2022,Collision,Disputed,8013,7786,Closed,Police,No,Write Off
CUST000850,CLM000850,POL000066,15/11/2023,Other,Not At Fault,14365,0,Pending,Policyholder,No,Approved Network
CUST000851,CLM000851,POL000930,18/09/2021,Collision,Not At Fault,2174,1932,Closed,Police,No,Approved Network
CUST000852,CLM000852,POL000254,03/07/2023,Collision,At Fault,10300,0,Open,Policyholder,No,Approved Network
CUST000853,CLM000853,POL000283,21/09/2021,Other,Disputed,19710,16961,Closed,Police,No,Customer Choice
CUST000854,CLM000854,POL001084,02/02/2022,Other,Not At Fault,19936,0,Open,Police,Yes,Write Off
CUST000855,CLM000855,POL000118,17/06/2021,Hail,Not At Fault,14478,0,Open,Policyholder,Yes,Approved Network
CUST000856,CLM000856,POL000423,15/09/2022,Other,Disputed,17197,0,Pending,Policyholder,No,Approved Network
CUST000857,CLM000857,POL000556,09/12/2021,Vandalism,At Fault,17267,15080,Closed,Third Party,No,Write Off
CUST000858,CLM000858,POL000036,01/03/2022,Other,Not At Fault,6384,0,Denied,Policyholder,No,Approved Network
CUST000859,CLM000859,POL000531,30/06/2021,Collision,Disputed,18696,0,Open,Other,No,Customer Choice
CUST000860,CLM000860,POL000091,01/10/2022,Flood,Not At Fault,19208,0,Pending,Policyholder,No,Approved Network
CUST000861,CLM000861,POL001325,09/04/2023,Fire,Not At Fault,13883,0,Pending,Policyholder,No,Approved Network
CUST000862,CLM000862,POL001241,26/11/2022,Collision,At Fault,5748,5232,Closed,Policyholder,Yes,Approved Network
CUST000863,CLM000863,POL000098,07/09/2022,Theft,Not At Fault,3929,3826,Closed,Third Party,No,Customer Choice
CUST000864,CLM000864,POL001480,27/05/2022,Theft,Not At Fault,20175,17125,Closed,Police,No,Write Off
CUST000865,CLM000865,POL000531,27/02/2022,Fire,At Fault,24057,0,Pending,Policyholder,Yes,Write Off
CUST000866,CLM000866,POL000538,30/09/2021,Collision,Disputed,21730,21264,Closed,Third Party,No,Customer Choice
CUST000867,CLM000867,POL001052,16/12/2022,Hail,At Fault,23651,0,Open,Third Party,No,Approved Network
CUST000868,CLM000868,POL001348,26/08/2021,Collision,At Fault,17111,14779,Closed,Policyholder,No,Approved Network
CUST000869,CLM000869,POL001247,29/05/2022,Theft,Not At Fault,22957,20851,Closed,Policyholder,No,Approved Network
CUST000870,CLM000870,POL000080,16/08/2022,Other,Not At Fault,10756,0,Denied,Policyholder,No,Write Off
CUST000871,CLM000871,POL000563,04/01/2022,Vandalism,At Fault,22588,18541,Closed,Policyholder,No,Approved Network
CUST000872,CLM000872,POL001482,02/11/2021,Collision,At Fault,8703,0,Open,Policyholder,No,Write Off
CUST000873,CLM000873,POL000614,12/07/2022,Collision,At Fault,8265,7184,Closed,Police,Yes,Write Off
CUST000874,CLM000874,POL000176,28/10/2022,Fire,At Fault,2022,0,Open,Other,No,Approved Network
CUST000875,CLM000875,POL000522,16/08/2022,Other,At Fault,1191,0,Pending,Policyholder,No,Customer Choice
CUST000876,CLM000876,POL001481,03/11/2022,Other,At Fault,2239,0,Denied,Policyholder,No,Write Off
CUST000877,CLM000877,POL000423,08/05/2022,Flood,At Fault,2025,0,Open,Policyholder,No,Customer Choice
CUST000878,CLM000878,POL001124,25/07/2021,Collision,Not At Fault,16953,14955,Closed,Police,No,Customer Choice
CUST000879,CLM000879,POL001427,26/08/2022,Collision,Disputed,6751,0,Denied,Policyholder,Yes,Customer Choice
CUST000880,CLM000880,POL000576,07/03/2022,Collision,Not At Fault,10940,0,Open,Third Party,No,Approved Network
CUST000881,CLM000881,POL001404,14/06/2022,Collision,Not At Fault,20007,19809,Closed,Policyholder,No,Customer Choice
CUST000882,CLM000882,POL000531,09/09/2021,Collision,At Fault,14360,12884,Closed,Third Party,No,Approved Network
CUST000883,CLM000883,POL000332,21/07/2021,Collision,Not At Fault,21608,0,Open,Policyholder,No,Approved Network
CUST000884,CLM000884,POL001342,27/03/2023,Vandalism,Not At Fault,8149,0,Open,Policyholder,No,Customer Choice
CUST000885,CLM000885,POL000653,27/06/2022,Collision,Not At Fault,1787,0,Denied,Policyholder,No,Customer Choice
CUST000886,CLM000886,POL000740,20/06/2023,Fire,At Fault,13693,11169,Closed,Policyholder,No,Approved Network
CUST000887,CLM000887,POL001113,07/08/2022,Other,At Fault,9267,9103,Closed,Police,No,Approved Network
CUST000888,CLM000888,POL000511,16/12/2021,Vandalism,Not At Fault,16413,15892,Closed,Policyholder,No,Write Off
CUST000889,CLM000889,POL000042,29/03/2022,Flood,Not At Fault,16129,0,Pending,Policyholder,No,Customer Choice
CUST000890,CLM000890,POL000885,11/12/2021,Flood,Disputed,5454,4931,Closed,Police,No,Approved Network
CUST000891,CLM000891,POL001413,18/07/2022,Collision,At Fault,1244,1071,Closed,Policyholder,Yes,Write Off
CUST000892,CLM000892,POL000081,28/11/2021,Collision,At Fault,11219,0,Open,Policyholder,No,Approved Network
CUST000893,CLM000893,POL000402,30/01/2023,Collision,Not At Fault,23159,0,Pending,Police,Yes,Customer Choice
CUST000894,CLM000894,POL000107,10/03/2022,Collision,Disputed,12902,0,Open,Third Party,Yes,Customer Choice
CUST000895,CLM000895,POL001135,25/11/2022,Fire,At Fault,5076,0,Open,Policyholder,No,Write Off
CUST000896,CLM000896,POL001301,13/02/2023,Other,Not At Fault,21960,19996,Closed,Third Party,Yes,Customer Choice
CUST000897,CLM000897,POL001238,19/10/2022,Other,At Fault,9716,0,Open,Third Party,No,Approved Network
CUST000898,CLM000898,POL000506,14/11/2022,Collision,Not At Fault,16863,0,Denied,Policyholder,Yes,Customer Choice
CUST000899,CLM000899,POL001145,18/08/2022,Other,Not At Fault,17825,14697,Closed,Third Party,No,Approved Network
CUST000900,CLM000900,POL001158,20/09/2021,Collision,Disputed,5550,0,Open,Third Party,Yes,Approved Network
CUST000901,CLM000901,POL000720,29/04/2023,Hail,At Fault,14448,0,Open,Other,Yes,Approved Network
CUST000902,CLM000902,POL001395,22/07/2021,Collision,At Fault,17651,16679,Closed,Other,No,Approved Network
CUST000903,CLM000903,POL000257,24/03/2023,Collision,Not At Fault,2938,2813,Closed,Policyholder,No,Approved Network
CUST000904,CLM000904,POL000954,10/02/2022,Collision,At Fault,10882,0,Pending,Policyholder,No,Approved Network
CUST000905,CLM000905,POL001204,22/09/2021,Other,Not At Fault,15163,12239,Closed,Policyholder,Yes,Customer Choice
CUST000906,CLM000906,POL000933,11/01/2022,Collision,Not At Fault,14569,12340,Closed,Policyholder,No,Customer Choice
CUST000907,CLM000907,POL001072,26/09/2021,Collision,At Fault,9319,0,Denied,Policyholder,No,Approved Network
CUST000908,CLM000908,POL000897,25/07/2021,Other,Not At Fault,17260,15327,Closed,Third Party,Yes,Write Off
CUST000909,CLM000909,POL000019,07/07/2021,Other,At Fault,12578,11984,Closed,Policyholder,No,Approved Network
CUST000910,CLM000910,POL001070,11/01/2023,Collision,Disputed,16973,16813,Closed,Policyholder,No,Approved Network
CUST000911,CLM000911,POL000451,28/02/2022,Flood,Not At Fault,11547,0,Pending,Police,No,Approved Network
CUST000912,CLM000912,POL000898,31/01/2022,Collision,Not At Fault,9757,7847,Closed,Third Party,No,Approved Network
CUST000913,CLM000913,POL001080,07/08/2021,Collision,At Fault,22950,22198,Closed,Third Party,No,Approved Network
CUST000914,CLM000914,POL000741,27/11/2022,Theft,Disputed,14305,12217,Closed,Policyholder,No,Write Off
CUST000915,CLM000915,POL001116,12/09/2021,Theft,Not At Fault,16712,15335,Closed,Third Party,No,Approved Network
CUST000916,CLM000916,POL000082,10/03/2022,Theft,At Fault,10796,0,Open,Police,No,Approved Network
CUST000917,CLM000917,POL000737,18/01/2022,Vandalism,At Fault,22459,19316,Closed,Policyholder,No,Approved Network
CUST000918,CLM000918,POL000079,26/02/2023,Theft,At Fault,15070,14964,Closed,Policyholder,No,Customer Choice
CUST000919,CLM000919,POL000283,18/05/2023,Flood,Disputed,3155,0,Open,Other,No,Approved Network
CUST000920,CLM000920,POL001335,04/06/2023,Flood,Disputed,15227,0,Denied,Policyholder,No,Customer Choice
CUST000921,CLM000921,POL000997,20/07/2022,Theft,Disputed,18399,14938,Closed,Policyholder,No,Approved Network
CUST000922,CLM000922,POL000160,07/07/2022,Collision,Not At Fault,3517,0,Open,Policyholder,Yes,Approved Network
CUST000923,CLM000923,POL001340,08/07/2022,Vandalism,Not At Fault,14642,14216,Closed,Policyholder,No,Approved Network
CUST000924,CLM000924,POL001180,12/09/2021,Flood,At Fault,24695,21652,Closed,Policyholder,No,Customer Choice
CUST000925,CLM000925,POL000888,12/01/2022,Vandalism,At Fault,7843,6303,Closed,Policyholder,No,Customer Choice
CUST000926,CLM000926,POL000468,22/06/2023,Vandalism,At Fault,12839,0,Open,Policyholder,No,Approved Network
CUST000927,CLM000927,POL000853,22/09/2023,Collision,Not At Fault,2073,0,Open,Policyholder,No,Approved Network
CUST000928,CLM000928,POL000462,18/11/2023,Vandalism,Disputed,6097,5344,Closed,Third Party,No,Approved Network
CUST000929,CLM000929,POL000854,10/05/2023,Collision,Disputed,4426,3933,Closed,Other,No,Approved Network
CUST000930,CLM000930,POL000117,02/03/2022,Other,At Fault,10744,0,Open,Policyholder,No,Approved Network
CUST000931,CLM000931,POL000364,21/10/2022,Fire,Not At Fault,4296,3629,Closed,Third Party,No,Customer Choice
CUST000932,CLM000932,POL000466,28/12/2021,Collision,Not At Fault,9323,8165,Closed,Policyholder,Yes,Customer Choice
CUST000933,CLM000933,POL000184,23/11/2021,Theft,Not At Fault,10553,0,Open,Policyholder,No,Approved Network
CUST000934,CLM000934,POL000660,14/08/2023,Hail,Not At Fault,18116,0,Pending,Other,No,Write Off
CUST000935,CLM000935,POL001190,26/12/2021,Collision,At Fault,19148,0,Pending,Policyholder,No,Write Off
CUST000936,CLM000936,POL000075,22/05/2022,Theft,Disputed,18931,17643,Closed,Policyholder,No,Approved Network
CUST000937,CLM000937,POL000826,15/03/2023,Fire,Not At Fault,1035,0,Open,Policyholder,Yes,Approved Network
CUST000938,CLM000938,POL001296,22/03/2022,Flood,Not At Fault,16201,14686,Closed,Third Party,No,Write Off
CUST000939,CLM000939,POL000503,24/05/2023,Collision,At Fault,8384,7814,Closed,Policyholder,No,Customer Choice
CUST000940,CLM000940,POL000795,01/02/2023,Vandalism,At Fault,12225,0,Denied,Policyholder,No,Approved Network
CUST000941,CLM000941,POL000587,22/03/2022,Other,At Fault,7381,5951,Closed,Police,Yes,Customer Choice
CUST000942,CLM000942,POL000656,22/06/2023,Other,Not At Fault,13517,12876,Closed,Policyholder,No,Approved Network
CUST000943,CLM000943,POL001367,04/06/2021,Fire,Disputed,24262,0,Pending,Policyholder,Yes,Customer Choice
CUST000944,CLM000944,POL000700,05/09/2021,Other,Not At Fault,19981,19730,Closed,Policyholder,No,Approved Network
CUST000945,CLM000945,POL000635,07/12/2021,Vandalism,Not At Fault,9967,0,Open,Policyholder,No,Customer Choice
CUST000946,CLM000946,POL000844,29/10/2022,Theft,Not At Fault,3573,3508,Closed,Policyholder,Yes,Approved Network
CUST000947,CLM000947,POL001275,19/05/2023,Vandalism,At Fault,16463,0,Open,Third Party,No,Approved Network
CUST000948,CLM000948,POL000835,28/02/2023,Collision,Not At Fault,1525,0,Open,Third Party,No,Approved Network
CUST000949,CLM000949,POL001154,02/10/2022,Theft,Not At Fault,2551,0,Pending,Policyholder,No,Approved Network
CUST000950,CLM000950,POL000764,27/06/2023,Theft,At Fault,4121,3918,Closed,Policyholder,No,Customer Choice
CUST000951,CLM000951,POL000358,09/04/2022,Hail,At Fault,21447,0,Open,Policyholder,No,Approved Network
CUST000952,CLM000952,POL000692,22/10/2023,Flood,Not At Fault,14905,0,Pending,Policyholder,No,Approved Network
CUST000953,CLM000953,POL001432,06/05/2023,Vandalism,At Fault,4903,4252,Closed,Policyholder,No,Approved Network
CUST000954,CLM000954,POL000622,31/01/2022,Collision,Disputed,3823,3691,Closed,Policyholder,No,Customer Choice
CUST000955,CLM000955,POL000482,22/11/2021,Collision,Not At Fault,20242,17256,Closed,Policyholder,No,Approved Network
CUST000956,CLM000956,POL000980,19/04/2022,Collision,At Fault,23025,21889,Closed,Policyholder,Yes,Approved Network
CUST000957,CLM000957,POL001102,29/04/2023,Fire,At Fault,5517,0,Open,Policyholder,No,Write Off
CUST000958,CLM000958,POL000978,11/08/2021,Collision,Disputed,6935,0,Pending,Policyholder,No,Approved Network
CUST000959,CLM000959,POL001345,18/11/2021,Theft,Not At Fault,24205,0,Open,Policyholder,No,Customer Choice
CUST000960,CLM000960,POL000290,09/12/2021,Collision,Not At Fault,19855,16743,Closed,Policyholder,Yes,Approved Network
CUST000961,CLM000961,POL001321,07/05/2022,Flood,At Fault,15992,0,Open,Third Party,No,Customer Choice
CUST000962,CLM000962,POL000752,10/09/2022,Other,Disputed,13670,0,Denied,Policyholder,Yes,Approved Network
CUST000963,CLM000963,POL001499,24/10/2021,Fire,Not At Fault,20229,16293,Closed,Policyholder,No,Customer Choice
CUST000964,CLM000964,POL000023,14/06/2021,Collision,Not At Fault,6316,0,Denied,Policyholder,No,Approved Network
CUST000965,CLM000965,POL000806,14/04/2023,Theft,Disputed,5104,4824,Closed,Policyholder,No,Approved Network
CUST000966,CLM000966,POL000172,29/09/2022,Collision,At Fault,3924,0,Pending,Third Party,No,Approved Network
CUST000967,CLM000967,POL000835,13/08/2022,Collision,Not At Fault,20984,0,Pending,Other,No,Customer Choice
CUST000968,CLM000968,POL000318,09/05/2022,Collision,At Fault,15128,0,Pending,Policyholder,No,Customer Choice
CUST000969,CLM000969,POL000908,22/06/2021,Collision,Not At Fault,12361,0,Open,Third Party,Yes,Approved Network
CUST000970,CLM000970,POL000798,29/11/2021,Collision,At Fault,13001,0,Open,Policyholder,No,Approved Network
CUST000971,CLM000971,POL000991,26/02/2022,Collision,Disputed,20361,0,Open,Policyholder,No,Customer Choice
CUST000972,CLM000972,POL000855,18/08/2021,Collision,At Fault,24066,0,Open,Policyholder,No,Customer Choice
CUST000973,CLM000973,POL001217,22/11/2021,Vandalism,Not At Fault,24324,0,Pending,Police,No,Customer Choice
