policy_id,customer_id,policy_start_date,policy_end_date,vehicle_make,vehicle_model,vehicle_year,vehicle_value,coverage_type,annual_premium,deductible,policy_status
POL000734,CUST001104,20/04/2023,06/08/2023,Ford,Focus,2022,42305,Third Party Fire Theft,1234,250,Active
POL000735,CUST000697,22/10/2022,08/12/2023,Honda,208,2022,18091,Comprehensive,1212,500,Active
POL000736,CUST000911,15/08/2021,21/12/2023,Vauxhall,Civic,2014,40103,Comprehensive,446,1000,Active
POL000737,CUST000960,17/07/2021,23/09/2023,Volkswagen,3 Series,2019,42089,Comprehensive,2011,250,Active
POL000738,CUST000478,08/12/2023,01/07/2024,Toyota,Qashqai,2014,34759,Third Party Fire Theft,974,750,Expired
POL000739,CUST001004,17/05/2021,29/06/2022,Peugeot,A4,2014,5559,Third Party,1739,750,Active
POL000740,CUST000926,31/03/2021,18/03/2023,Volkswagen,3 Series,2019,5713,Third Party Fire Theft,1817,250,Expired
POL000741,CUST000707,23/09/2021,28/06/2024,Toyota,Corsa,2015,42361,Third Party Fire Theft,1579,1000,Active
POL000742,CUST000854,01/01/2022,01/05/2024,BMW,Golf,2017,20184,Third Party Fire Theft,985,500,Active
POL000743,CUST001138,06/03/2021,25/06/2024,Ford,3 Series,2012,20261,Comprehensive,1426,250,Active
POL000744,CUST001017,18/02/2022,15/08/2023,Vauxhall,Qashqai,2018,25372,Third Party Fire Theft,420,500,Expired
POL000745,CUST000754,08/08/2021,02/12/2022,Honda,Golf,2022,37140,Third Party,341,750,Cancelled
POL000746,CUST000503,22/09/2023,18/05/2024,Volkswagen,Focus,2010,38024,Third Party,328,250,Active
POL000747,CUST000817,28/01/2022,28/04/2024,Audi,Corolla,2013,37544,Third Party Fire Theft,1265,750,Expired
POL000748,CUST000588,22/07/2021,13/10/2022,Honda,Civic,2018,5037,Comprehensive,2215,500,Active
POL000749,CUST000708,07/03/2021,26/06/2022,Ford,Corolla,2023,48032,Third Party Fire Theft,2300,500,Cancelled
POL000750,CUST001068,07/03/2023,22/10/2022,Audi,3 Series,2017,17697,Third Party Fire Theft,2361,250,Active
POL000751,CUST001108,01/10/2023,02/03/2023,Ford,Golf,2019,46420,Comprehensive,1219,250,Active
POL000752,CUST000207,13/12/2023,14/09/2023,Mercedes,Corsa,2018,36707,Third Party Fire Theft,1117,250,Active
POL000753,CUST000151,09/06/2022,30/08/2024,Volkswagen,Golf,2010,31016,Third Party Fire Theft,1808,750,Cancelled
POL000754,CUST000668,11/04/2021,11/12/2024,Audi,A4,2018,39600,Third Party,1512,500,Expired
POL000755,CUST000528,21/01/2023,18/11/2023,Vauxhall,Qashqai,2012,28984,Third Party Fire Theft,1171,500,Cancelled
POL000756,CUST000165,29/03/2022,16/05/2022,Peugeot,Corsa,2020,10167,Third Party,594,750,Expired
POL000757,CUST000917,26/05/2021,09/02/2024,Mercedes,C-Class,2021,5432,Third Party,1163,250,Active
POL000758,CUST001169,27/01/2021,01/07/2022,Audi,C-Class,2019,9151,Comprehensive,1337,1000,Cancelled
POL000759,CUST001010,04/03/2022,14/01/2022,Audi,Civic,2018,11411,Third Party,894,250,Cancelled
POL000760,CUST000037,04/10/2023,18/04/2024,Honda,C-Class,2010,35788,Comprehensive,1482,1000,Active
POL000761,CUST000333,13/06/2021,14/07/2023,Volkswagen,C-Class,2010,31623,Comprehensive,1817,1000,Active
POL000762,CUST000403,17/08/2023,28/04/2024,Ford,A4,2018,27104,Comprehensive,1652,750,Active
POL000763,CUST000414,05/05/2021,25/12/2022,Mercedes,Focus,2020,5256,Third Party Fire Theft,913,500,Cancelled
POL000764,CUST000045,10/01/2023,04/08/2024,Honda,208,2023,38439,Third Party,2172,500,Expired
POL000765,CUST000206,02/05/2023,08/10/2022,Peugeot,Corolla,2015,38257,Comprehensive,1903,500,Expired
POL000766,CUST000062,26/01/2023,13/02/2023,Audi,A4,2013,44657,Comprehensive,1883,500,Cancelled
POL000767,CUST000420,30/04/2021,16/01/2023,Ford,C-Class,2016,49674,Comprehensive,1892,750,Expired
POL000768,CUST000868,29/06/2022,21/02/2024,Audi,Qashqai,2014,23066,Third Party,1455,1000,Expired
POL000769,CUST000820,20/12/2023,16/08/2023,Toyota,Focus,2019,37746,Comprehensive,764,500,Expired
POL000770,CUST000019,25/03/2021,01/10/2024,Vauxhall,Civic,2023,7460,Third Party,1779,1000,Active
POL000771,CUST000365,25/05/2021,28/03/2022,Mercedes,208,2016,42297,Third Party Fire Theft,1590,750,Active
POL000772,CUST001031,15/09/2022,11/09/2023,Peugeot,Civic,2017,39743,Third Party Fire Theft,867,250,Active
POL000773,CUST000428,09/06/2021,15/09/2023,Nissan,Focus,2017,8216,Third Party,337,750,Expired
POL000774,CUST001141,19/03/2022,08/10/2024,Honda,Golf,2010,19267,Third Party Fire Theft,544,500,Active
POL000775,CUST000580,30/11/2023,07/08/2024,BMW,Focus,2017,14581,Comprehensive,320,250,Active
POL000776,CUST000546,18/07/2021,05/04/2023,Nissan,208,2015,9515,Comprehensive,1433,750,Active
POL000777,CUST000325,27/07/2021,24/02/2022,Audi,Civic,2013,27076,Comprehensive,1929,750,Active
POL000778,CUST000055,19/04/2022,06/01/2022,Peugeot,Golf,2022,49816,Third Party Fire Theft,693,1000,Active
POL000779,CUST000778,25/12/2023,12/11/2022,Peugeot,C-Class,2023,14776,Comprehensive,1733,750,Active
POL000780,CUST000992,01/03/2023,22/06/2023,Peugeot,Golf,2021,26947,Third Party,1286,250,Active
POL000781,CUST000042,24/01/2022,07/09/2023,BMW,Corsa,2017,7963,Third Party Fire Theft,1971,750,Active
POL000782,CUST000231,31/01/2022,25/08/2024,Vauxhall,Focus,2012,11786,Third Party,2355,500,Active
POL000783,CUST000453,14/12/2023,12/09/2022,Peugeot,Golf,2022,18866,Third Party Fire Theft,2210,1000,Active
POL000784,CUST000394,25/05/2022,13/08/2023,BMW,3 Series,2013,43968,Third Party Fire Theft,589,250,Active
POL000785,CUST001152,02/01/2022,04/05/2024,Vauxhall,Corolla,2015,37305,Third Party Fire Theft,2086,250,Active
POL000786,CUST000691,01/05/2023,03/01/2023,BMW,Golf,2020,22360,Comprehensive,1211,750,Active
POL000787,CUST000392,05/08/2021,04/10/2024,Mercedes,Focus,2016,45113,Comprehensive,660,500,Active
POL000788,CUST000604,04/01/2023,17/05/2023,Peugeot,Corsa,2013,37813,Third Party Fire Theft,1922,1000,Expired
POL000789,CUST000881,29/07/2023,28/02/2022,Audi,Corolla,2013,6193,Comprehensive,518,250,Active
POL000790,CUST001102,25/05/2023,02/09/2022,Nissan,Civic,2016,9512,Comprehensive,2315,1000,Active
POL000791,CUST000085,02/08/2021,22/07/2023,Mercedes,A4,2015,27666,Comprehensive,2340,750,Active
POL000792,CUST001054,08/12/2021,06/10/2024,Audi,Corsa,2022,21630,Comprehensive,2344,500,Active
POL000793,CUST000049,05/01/2022,17/05/2022,Ford,Qashqai,2020,13983,Third Party,1131,750,Active
POL000794,CUST001169,03/04/2023,11/01/2024,Nissan,Qashqai,2017,5636,Comprehensive,2093,1000,Active
POL000795,CUST000069,31/10/2023,11/09/2024,Peugeot,3 Series,2010,8775,Comprehensive,2091,750,Active
POL000796,CUST001082,23/11/2022,12/06/2024,Mercedes,Corolla,2019,7421,Comprehensive,1543,1000,Active
POL000797,CUST000697,20/11/2021,13/06/2023,Nissan,Corsa,2022,18025,Comprehensive,894,250,Active
POL000798,CUST000479,30/12/2023,01/09/2024,Honda,Civic,2020,14280,Comprehensive,2454,250,Expired
POL000799,CUST000820,27/06/2023,02/09/2022,Ford,Focus,2016,41951,Comprehensive,880,750,Active
POL000800,CUST001195,23/12/2022,04/02/2024,Toyota,3 Series,2021,16351,Third Party Fire Theft,2047,250,Cancelled
POL000801,CUST000147,08/10/2022,15/11/2024,Ford,C-Class,2016,43091,Third Party Fire Theft,2355,1000,Active
POL000802,CUST001016,27/10/2022,05/02/2022,Volkswagen,A4,2020,35171,Third Party Fire Theft,380,250,Active
POL000803,CUST000609,01/02/2023,16/06/2023,Toyota,Civic,2016,8644,Third Party Fire Theft,2455,500,Active
POL000804,CUST000446,25/04/2023,30/11/2022,Toyota,Corolla,2016,21142,Third Party Fire Theft,1644,500,Expired
POL000805,CUST000221,01/06/2023,30/04/2022,Mercedes,Golf,2019,12773,Comprehensive,1902,750,Active
POL000806,CUST000095,25/10/2022,27/10/2022,Vauxhall,C-Class,2023,33466,Comprehensive,645,750,Active
POL000807,CUST000262,08/05/2022,17/10/2023,Nissan,Golf,2019,15778,Comprehensive,2186,750,Active
POL000808,CUST000897,15/03/2022,02/08/2024,Honda,Corolla,2017,17501,Comprehensive,854,750,Active
POL000809,CUST001095,08/02/2023,05/10/2022,Honda,3 Series,2018,7108,Comprehensive,601,1000,Expired
POL000810,CUST000219,05/06/2022,02/01/2024,Volkswagen,Qashqai,2018,34369,Comprehensive,499,1000,Active
POL000811,CUST000092,08/01/2023,01/12/2022,Nissan,C-Class,2011,41382,Comprehensive,1362,500,Active
POL000812,CUST000127,16/07/2023,19/04/2022,Ford,Corsa,2022,30818,Comprehensive,606,1000,Active
POL000813,CUST000080,06/07/2023,13/07/2023,Audi,Civic,2022,15251,Third Party Fire Theft,1956,250,Active
POL000814,CUST000983,25/03/2023,10/01/2024,Ford,Civic,2016,28341,Third Party Fire Theft,2171,500,Active
POL000815,CUST000916,01/01/2021,09/05/2024,Mercedes,3 Series,2016,16678,Third Party Fire Theft,2146,750,Active
POL000816,CUST000486,12/03/2021,31/12/2023,Toyota,3 Series,2013,19367,Comprehensive,2064,750,Active
POL000817,CUST000694,06/08/2022,10/04/2022,Nissan,Golf,2018,34672,Comprehensive,575,1000,Cancelled
POL000818,CUST000025,03/02/2021,17/08/2023,Honda,Corolla,2017,9332,Third Party Fire Theft,1475,500,Active
POL000819,CUST000156,27/11/2023,21/08/2023,Volkswagen,Focus,2021,17002,Third Party Fire Theft,1701,1000,Cancelled
POL000820,CUST000632,04/10/2021,20/12/2024,Ford,Golf,2010,25284,Comprehensive,937,1000,Active
POL000821,CUST001081,11/09/2022,07/06/2022,Toyota,A4,2011,20700,Comprehensive,2075,1000,Active
POL000822,CUST000019,14/01/2021,18/11/2024,Audi,Corsa,2022,18769,Third Party Fire Theft,1229,500,Active
POL000823,CUST000237,08/09/2022,01/02/2023,Volkswagen,A4,2022,34318,Comprehensive,2180,750,Expired
POL000824,CUST000277,31/03/2022,11/01/2023,Vauxhall,C-Class,2011,29323,Comprehensive,482,250,Active
POL000825,CUST000745,16/03/2022,13/07/2022,Peugeot,Focus,2021,32610,Comprehensive,2144,750,Active
POL000826,CUST000552,07/10/2022,09/12/2022,Ford,3 Series,2021,11963,Third Party Fire Theft,371,500,Active
POL000827,CUST001177,14/02/2021,23/10/2023,Audi,Corolla,2020,12838,Third Party,1976,750,Expired
POL000828,CUST000639,20/07/2022,10/10/2023,Toyota,Corolla,2017,17243,Third Party Fire Theft,1595,750,Active
POL000829,CUST000237,14/11/2023,09/09/2023,Vauxhall,Golf,2010,32939,Third Party Fire Theft,1343,250,Active
POL000830,CUST000998,13/11/2021,10/07/2023,Audi,Focus,2013,6845,Comprehensive,1114,750,Active
POL000831,CUST000055,13/07/2021,13/01/2024,Audi,3 Series,2019,21766,Third Party Fire Theft,1826,750,Expired
POL000832,CUST000684,19/03/2021,16/07/2022,BMW,A4,2021,41880,Comprehensive,2494,750,Cancelled
POL000833,CUST000109,01/08/2023,30/12/2024,Volkswagen,Civic,2014,17780,Third Party Fire Theft,609,1000,Active
POL000834,CUST000373,30/12/2022,22/12/2023,Mercedes,C-Class,2018,47856,Comprehensive,2361,500,Active
POL000835,CUST000973,16/11/2021,22/10/2022,Vauxhall,Corsa,2016,6509,Third Party,431,500,Expired
POL000836,CUST000201,11/10/2021,27/01/2022,Vauxhall,Corolla,2017,28957,Comprehensive,2177,250,Expired
POL000837,CUST000849,27/06/2022,08/10/2022,Ford,Civic,2023,39346,Comprehensive,1039,1000,Active
POL000838,CUST000509,22/01/2023,27/11/2024,Honda,Qashqai,2020,22263,Comprehensive,1094,1000,Cancelled
POL000839,CUST000275,27/05/2022,31/07/2023,Toyota,Civic,2018,31148,Third Party,557,750,Active
POL000840,CUST000211,23/04/2022,03/02/2024,Ford,3 Series,2022,36533,Third Party,1557,500,Active
POL000841,CUST000504,09/06/2022,20/09/2024,Peugeot,Golf,2016,47608,Comprehensive,2151,250,Expired
POL000842,CUST001142,08/09/2022,23/04/2024,Volkswagen,Corolla,2014,17931,Third Party,1274,1000,Active
POL000843,CUST000703,08/07/2021,28/11/2023,Mercedes,Qashqai,2022,6359,Third Party,1347,750,Cancelled
POL000844,CUST000042,30/03/2023,30/11/2022,Audi,Corolla,2014,29532,Third Party Fire Theft,570,250,Active
POL000845,CUST000315,22/03/2022,29/07/2022,Vauxhall,3 Series,2019,25344,Comprehensive,1418,1000,Active
POL000846,CUST000788,08/06/2021,23/03/2023,Honda,Corsa,2020,9242,Comprehensive,441,250,Expired
POL000847,CUST000329,27/10/2022,13/11/2022,Audi,Corsa,2015,25601,Third Party,1201,1000,Active
POL000848,CUST001041,16/09/2023,27/10/2024,Volkswagen,Focus,2014,24116,Third Party,573,250,Active
POL000849,CUST000283,21/12/2021,29/03/2023,Ford,3 Series,2022,40477,Third Party Fire Theft,764,1000,Expired
POL000850,CUST000943,27/09/2023,21/01/2023,Volkswagen,3 Series,2021,35782,Comprehensive,1531,1000,Active
POL000851,CUST000258,15/07/2021,12/12/2024,Nissan,Golf,2020,23880,Third Party,1619,250,Active
POL000852,CUST000575,08/09/2022,25/12/2024,Audi,Qashqai,2018,8499,Third Party Fire Theft,587,1000,Expired
POL000853,CUST000574,18/03/2021,22/08/2022,Vauxhall,Focus,2012,36587,Comprehensive,1175,1000,Active
POL000854,CUST000612,21/02/2023,04/05/2024,Peugeot,A4,2012,49458,Comprehensive,2292,1000,Cancelled
POL000855,CUST001043,10/06/2021,01/08/2024,Peugeot,Focus,2016,31020,Comprehensive,1420,250,Expired
POL000856,CUST000837,25/04/2021,06/06/2022,Honda,Golf,2016,13080,Comprehensive,1514,250,Active
POL000857,CUST000423,16/11/2022,27/08/2022,Vauxhall,Corolla,2015,28207,Third Party Fire Theft,746,1000,Active
POL000858,CUST000758,14/12/2022,26/09/2022,Honda,208,2012,38957,Comprehensive,1021,1000,Cancelled
POL000859,CUST000763,09/06/2023,05/02/2022,Peugeot,Focus,2023,18908,Third Party Fire Theft,2463,250,Active
POL000860,CUST001105,04/05/2023,09/09/2024,Vauxhall,Corolla,2022,35652,Comprehensive,1651,750,Active
POL000861,CUST000424,04/09/2021,15/12/2023,Vauxhall,Civic,2016,35344,Third Party Fire Theft,706,1000,Active
POL000862,CUST000429,10/04/2022,01/10/2023,Ford,C-Class,2014,30034,Comprehensive,2025,750,Active
POL000863,CUST000204,24/01/2021,13/01/2024,Ford,C-Class,2016,30788,Comprehensive,993,250,Active
POL000864,CUST000196,23/02/2023,12/10/2022,Toyota,Civic,2011,17751,Third Party,794,1000,Cancelled
POL000865,CUST000728,21/04/2021,24/06/2024,Volkswagen,Corsa,2015,38793,Comprehensive,1247,750,Expired
POL000866,CUST000285,17/09/2022,07/12/2024,Vauxhall,Corolla,2023,37839,Third Party,322,250,Active
POL000867,CUST000196,10/12/2023,02/12/2023,BMW,A4,2017,43314,Third Party Fire Theft,1428,750,Active
POL000868,CUST000307,26/03/2021,19/12/2022,Ford,208,2010,40453,Third Party,1998,500,Active
POL000869,CUST000014,16/10/2022,16/09/2023,Honda,3 Series,2013,14385,Third Party Fire Theft,857,250,Active
POL000870,CUST001170,03/11/2021,28/02/2022,Ford,Qashqai,2020,23232,Third Party,1916,500,Expired
POL000871,CUST001081,01/11/2022,31/08/2022,Mercedes,3 Series,2010,48344,Comprehensive,1240,250,Expired
POL000872,CUST000723,26/10/2023,01/04/2023,Peugeot,A4,2023,39790,Third Party Fire Theft,1545,250,Expired
POL000873,CUST000780,29/03/2022,21/09/2022,Toyota,C-Class,2010,20831,Third Party Fire Theft,1956,1000,Active
POL000874,CUST000529,10/11/2021,19/10/2022,Vauxhall,Corsa,2019,25125,Third Party Fire Theft,377,500,Active
POL000875,CUST000798,14/04/2021,10/04/2023,Vauxhall,C-Class,2021,22682,Comprehensive,1645,500,Active
POL000876,CUST000344,16/03/2023,22/09/2023,Ford,A4,2023,41870,Comprehensive,1106,500,Active
POL000877,CUST000209,02/07/2023,14/09/2022,Nissan,Corolla,2023,22288,Comprehensive,1341,250,Active
POL000878,CUST000641,31/10/2023,06/03/2023,Ford,A4,2020,40794,Comprehensive,1067,500,Cancelled
POL000879,CUST000252,04/07/2021,24/09/2022,Mercedes,Civic,2017,44477,Comprehensive,753,500,Expired
POL000880,CUST000271,31/03/2022,10/06/2022,Toyota,Corsa,2016,29405,Comprehensive,1747,1000,Cancelled
POL000881,CUST000920,04/06/2023,20/05/2024,Toyota,Qashqai,2021,43737,Comprehensive,1799,750,Expired
POL000882,CUST000419,17/08/2022,17/08/2022,Vauxhall,208,2019,7620,Third Party Fire Theft,1350,750,Active
POL000883,CUST000795,19/03/2023,09/06/2022,Peugeot,3 Series,2022,40414,Comprehensive,2188,500,Active
POL000884,CUST001100,31/10/2021,08/02/2022,Toyota,A4,2010,42633,Comprehensive,662,500,Active
POL000885,CUST000725,28/09/2021,18/09/2024,Audi,208,2020,40057,Comprehensive,824,500,Active
POL000886,CUST000433,20/11/2022,02/06/2024,Peugeot,3 Series,2023,45138,Comprehensive,1517,500,Active
POL000887,CUST000109,19/06/2021,29/03/2022,Peugeot,A4,2022,18854,Comprehensive,1785,750,Expired
POL000888,CUST000641,02/09/2023,07/02/2023,Ford,Corsa,2011,14677,Comprehensive,2403,1000,Active
POL000889,CUST001071,11/04/2021,09/08/2022,Honda,3 Series,2013,49111,Third Party,1553,250,Active
POL000890,CUST000379,29/03/2023,09/03/2022,Toyota,Corolla,2010,29074,Third Party,2155,500,Active
POL000891,CUST001120,22/06/2022,17/11/2024,Honda,Focus,2012,22824,Third Party Fire Theft,1021,500,Active
POL000892,CUST000958,24/06/2021,02/05/2022,Toyota,C-Class,2017,5765,Comprehensive,2283,750,Active
POL000893,CUST000103,28/03/2023,18/08/2024,Peugeot,A4,2017,36615,Comprehensive,1507,500,Active
POL000894,CUST000892,25/10/2023,01/09/2022,Peugeot,3 Series,2017,41860,Comprehensive,1748,1000,Active
POL000895,CUST000854,09/06/2023,03/06/2023,Vauxhall,Corolla,2015,17975,Comprehensive,1698,1000,Expired
POL000896,CUST001170,25/09/2021,30/03/2022,Volkswagen,Focus,2015,14341,Comprehensive,2388,500,Active
POL000897,CUST001051,04/10/2021,16/05/2022,Ford,208,2014,33141,Comprehensive,1807,750,Active
POL000898,CUST000530,12/09/2023,10/09/2023,Honda,A4,2022,17334,Comprehensive,1303,500,Active
POL000899,CUST000679,10/02/2022,22/01/2022,Nissan,Corsa,2018,20835,Comprehensive,1225,500,Cancelled
POL000900,CUST000989,27/09/2023,17/07/2022,Volkswagen,Focus,2013,31548,Comprehensive,1155,750,Active
POL000901,CUST001106,21/03/2023,11/09/2022,Peugeot,Corolla,2019,40434,Third Party Fire Theft,383,1000,Expired
POL000902,CUST000428,06/02/2022,25/02/2023,Audi,Corolla,2021,30039,Comprehensive,2393,250,Cancelled
POL000903,CUST000822,10/12/2023,14/02/2023,Vauxhall,Qashqai,2021,37530,Third Party Fire Theft,1842,500,Expired
POL000904,CUST001186,20/05/2022,14/01/2023,Vauxhall,C-Class,2021,43736,Third Party,1285,1000,Active
POL000905,CUST000932,12/05/2022,21/12/2023,Ford,A4,2016,45409,Comprehensive,2168,500,Active
POL000906,CUST001062,27/05/2021,01/03/2022,Peugeot,A4,2010,23565,Comprehensive,435,250,Active
POL000907,CUST000511,30/06/2022,05/07/2022,Vauxhall,Golf,2018,14834,Comprehensive,1506,750,Active
POL000908,CUST000393,31/05/2023,26/10/2022,Peugeot,Corolla,2016,41656,Third Party Fire Theft,2032,1000,Active
POL000909,CUST000713,25/10/2022,23/07/2023,Audi,Civic,2019,5840,Third Party Fire Theft,1495,250,Cancelled
POL000910,CUST000494,03/07/2021,14/12/2023,Peugeot,Focus,2021,18873,Third Party Fire Theft,1208,500,Cancelled
POL000911,CUST000547,19/08/2021,23/12/2023,BMW,Qashqai,2018,36568,Third Party,889,250,Active
POL000912,CUST000594,28/04/2023,25/11/2022,Nissan,Corolla,2016,15846,Third Party Fire Theft,2251,1000,Active
POL000913,CUST000389,18/05/2023,22/10/2024,Mercedes,Focus,2011,10899,Third Party Fire Theft,1255,750,Cancelled
POL000914,CUST000158,19/01/2023,11/05/2023,Volkswagen,C-Class,2015,25502,Third Party,1443,500,Active
POL000915,CUST001028,15/12/2022,31/10/2024,Toyota,Corsa,2019,5565,Third Party Fire Theft,1631,750,Active
POL000916,CUST000167,26/01/2022,20/05/2022,Honda,C-Class,2021,43773,Third Party Fire Theft,1853,750,Active
POL000917,CUST000960,19/10/2022,22/07/2022,Peugeot,Golf,2020,46924,Comprehensive,2106,250,Expired
POL000918,CUST000409,07/12/2022,29/01/2022,Honda,C-Class,2013,48242,Third Party,2400,250,Active
POL000919,CUST000194,19/02/2021,19/12/2024,BMW,Golf,2012,14187,Comprehensive,1105,1000,Expired
POL000920,CUST000235,17/09/2022,21/03/2023,Audi,Corolla,2011,12226,Comprehensive,1755,1000,Active
POL000921,CUST000718,13/12/2021,28/01/2023,BMW,A4,2015,47147,Third Party Fire Theft,351,750,Active
POL000922,CUST001174,18/12/2022,01/08/2023,Ford,Golf,2017,43658,Comprehensive,371,1000,Active
POL000923,CUST001183,25/06/2023,18/12/2022,Ford,Focus,2015,9311,Comprehensive,327,750,Active
POL000924,CUST000816,26/10/2021,09/01/2022,BMW,3 Series,2018,49214,Comprehensive,768,500,Active
POL000925,CUST000404,22/06/2023,22/07/2022,Mercedes,Focus,2023,46616,Third Party,1063,750,Active
POL000926,CUST000893,02/04/2021,15/03/2023,Peugeot,Focus,2014,30689,Comprehensive,1724,1000,Expired
POL000927,CUST000678,24/04/2022,29/10/2024,Toyota,Focus,2011,11083,Comprehensive,1119,1000,Active
POL000928,CUST000068,13/02/2022,30/08/2024,Nissan,Golf,2017,17598,Third Party Fire Theft,1789,750,Expired
POL000929,CUST000088,05/02/2023,21/01/2024,Volkswagen,A4,2018,21940,Third Party Fire Theft,1975,250,Cancelled
POL000930,CUST000217,16/11/2021,15/01/2023,Mercedes,C-Class,2023,31880,Third Party Fire Theft,859,750,Expired
POL000931,CUST000001,25/06/2021,19/06/2024,Peugeot,Civic,2019,7580,Comprehensive,678,750,Cancelled
POL000932,CUST001159,19/08/2021,08/08/2022,Nissan,C-Class,2013,47321,Third Party Fire Theft,2218,250,Active
POL000933,CUST000140,22/04/2021,06/01/2023,BMW,208,2015,14386,Comprehensive,1375,500,Active
POL000934,CUST000618,13/05/2022,28/12/2023,BMW,Corsa,2020,24522,Third Party,378,250,Cancelled
POL000935,CUST000133,30/10/2021,17/02/2024,Honda,Corolla,2019,31224,Comprehensive,1708,1000,Expired
POL000936,CUST000178,13/08/2022,18/05/2024,Mercedes,3 Series,2017,19635,Third Party Fire Theft,1133,250,Expired
POL000937,CUST000810,29/01/2021,15/03/2023,Peugeot,C-Class,2018,5671,Third Party Fire Theft,1331,1000,Active
POL000938,CUST000380,05/12/2022,19/11/2024,Volkswagen,Civic,2021,38545,Comprehensive,2372,1000,Active
POL000939,CUST000908,16/08/2021,12/04/2023,Mercedes,Golf,2014,31855,Third Party,749,750,Active
POL000940,CUST000658,17/09/2022,14/04/2024,Volkswagen,Golf,2021,40790,Third Party,2292,750,Expired
POL000941,CUST000450,11/07/2023,20/08/2022,Ford,C-Class,2015,19260,Third Party Fire Theft,1784,500,Active
POL000942,CUST000586,23/08/2023,06/10/2023,Nissan,Corsa,2020,6074,Comprehensive,2042,1000,Active
POL000943,CUST000463,16/02/2021,11/09/2022,Peugeot,Corsa,2013,47676,Comprehensive,2270,750,Active
POL000944,CUST000990,11/11/2022,12/08/2024,BMW,Focus,2014,14475,Comprehensive,1850,1000,Active
POL000945,CUST001132,05/03/2022,14/08/2022,Ford,Qashqai,2016,17878,Third Party Fire Theft,989,500,Active
POL000946,CUST000122,10/03/2022,30/11/2024,Audi,3 Series,2018,20120,Third Party,2290,1000,Expired
POL000947,CUST000017,22/02/2022,06/10/2022,Nissan,Golf,2019,28147,Comprehensive,1701,500,Expired
POL000948,CUST000327,08/12/2023,12/10/2024,Nissan,Golf,2020,6986,Comprehensive,886,500,Active
POL000949,CUST000318,14/06/2022,10/01/2024,Ford,Golf,2022,48593,Third Party Fire Theft,2451,500,Active
POL000950,CUST000809,17/09/2023,14/08/2023,Toyota,208,2015,37430,Third Party,2129,750,Cancelled
POL000951,CUST000503,17/10/2021,25/03/2022,Volkswagen,Qashqai,2023,46961,Third Party Fire Theft,2285,250,Active
POL000952,CUST000119,07/02/2021,18/06/2022,Audi,208,2015,22430,Comprehensive,926,250,Expired
POL000953,CUST000710,11/02/2023,03/11/2023,Audi,Golf,2017,7176,Third Party Fire Theft,2331,750,Active
POL000954,CUST000045,15/12/2023,08/10/2024,Audi,A4,2020,23722,Comprehensive,663,1000,Active
POL000955,CUST000314,31/03/2021,25/08/2022,Vauxhall,C-Class,2013,47815,Third Party Fire Theft,2482,750,Active
POL000956,CUST000418,08/06/2022,28/02/2024,Volkswagen,A4,2012,23617,Third Party,673,1000,Expired
POL000957,CUST000556,15/12/2021,04/08/2023,Audi,208,2023,32115,Third Party Fire Theft,2386,500,Active
POL000958,CUST001102,04/05/2021,24/07/2024,Honda,Corolla,2016,42376,Third Party Fire Theft,2287,750,Active
POL000959,CUST000326,05/08/2022,01/10/2023,Honda,Corsa,2014,16906,Third Party,2394,250,Active
POL000960,CUST000515,16/02/2022,28/06/2024,Peugeot,Corsa,2011,45002,Third Party,2383,1000,Active
POL000961,CUST000214,10/07/2022,08/04/2023,Volkswagen,3 Series,2011,11610,Third Party,2442,750,Active
POL000962,CUST000074,19/04/2021,14/04/2024,Peugeot,208,2020,48292,Third Party,1684,750,Active
POL000963,CUST000509,11/08/2023,19/08/2023,Peugeot,Corsa,2015,18411,Third Party Fire Theft,1848,1000,Active
POL000964,CUST000332,18/01/2021,26/05/2024,Volkswagen,Focus,2017,14180,Comprehensive,1469,500,Active
POL000965,CUST001117,17/05/2021,22/01/2023,Peugeot,208,2010,15073,Comprehensive,2240,500,Active
POL000966,CUST000688,07/03/2023,23/05/2022,Mercedes,A4,2020,42251,Comprehensive,667,500,Active
POL000967,CUST000657,10/07/2022,01/09/2024,Toyota,A4,2015,35960,Third Party Fire Theft,364,500,Active
POL000968,CUST001028,08/01/2023,23/01/2024,Volkswagen,Civic,2021,10901,Third Party Fire Theft,1053,1000,Active
POL000969,CUST001162,09/08/2021,03/01/2023,BMW,Corsa,2011,43897,Third Party,1843,250,Active
POL000970,CUST000600,09/02/2021,27/01/2022,Vauxhall,Corsa,2011,48183,Comprehensive,2335,750,Active
POL000971,CUST001076,23/08/2022,03/10/2024,Honda,Qashqai,2016,9482,Third Party Fire Theft,2176,750,Active
POL000972,CUST000325,03/03/2023,04/08/2022,Ford,208,2019,47454,Third Party,1878,500,Active
POL000973,CUST000992,19/04/2022,22/03/2024,Honda,Golf,2010,30428,Comprehensive,1055,1000,Active
POL000974,CUST000717,19/02/2023,16/06/2024,Audi,C-Class,2015,12400,Third Party Fire Theft,1824,250,Active
POL000975,CUST000723,08/11/2023,06/12/2024,Ford,Civic,2023,44574,Third Party Fire Theft,896,250,Active
POL000976,CUST000277,23/07/2021,24/06/2022,Audi,A4,2016,48284,Third Party,2134,750,Expired
POL000977,CUST000536,09/10/2022,02/09/2022,Audi,Qashqai,2023,12396,Comprehensive,1695,500,Expired
